timestamp_minute,tower_identifier,tower_position_x_meter,tower_position_y_meter,tower_motion_power_watt,tower_idle_power_watt,tower_to_tower_mesh_comm_power_watt,tower_to_truck_comm_power_watt,total_power_consumption_watt,battery_voltage_volt,battery_percentage_remaining,current_draw_ampere,ampere_hour_used_this_step,battery_energy_remaining_wh,connected_trucks_ids,connected_tower_ids,truck0_x,truck0_y,truck0_distance_to_A,truck0_distance_to_B,truck0_distance_to_C,truck0_connected_tower,truck1_x,truck1_y,truck1_distance_to_A,truck1_distance_to_B,truck1_distance_to_C,truck1_connected_tower,truck2_x,truck2_y,truck2_distance_to_A,truck2_distance_to_B,truck2_distance_to_C,truck2_connected_tower,truck3_x,truck3_y,truck3_distance_to_A,truck3_distance_to_B,truck3_distance_to_C,truck3_connected_tower,truck4_x,truck4_y,truck4_distance_to_A,truck4_distance_to_B,truck4_distance_to_C,truck4_connected_tower,truck5_x,truck5_y,truck5_distance_to_A,truck5_distance_to_B,truck5_distance_to_C,truck5_connected_tower
67.85,B,-350.0,250.0,4,3,43.34,4.21,54.56,24.07,46.01,2.2666,0.00063,182.8817,T0,C,-300.0,305.52,317.25,74.72,150.41,B,148.79,358.78,150.23,510.51,327.58,A,138.68,261.32,191.78,488.81,299.1,A,505.27,644.73,559.26,941.96,773.74,None,750.0,149.43,786.52,1104.59,915.75,None,600.0,62.4,684.07,968.35,783.01,None
67.85,C,-160.21,250.0,4,3,106.37,0,113.37,24.21,49.0,4.6837,0.001301,194.7895,,A;B,-300.0,305.52,317.25,74.72,150.41,B,148.79,358.78,150.23,510.51,327.58,A,138.68,261.32,191.78,488.81,299.1,A,505.27,644.73,559.26,941.96,773.74,None,750.0,149.43,786.52,1104.59,915.75,None,600.0,62.4,684.07,968.35,783.01,None
67.867,A,7.02,395.0,4,3,61.96,66.05,135.01,24.11,46.9,5.5994,0.001555,186.4456,T1;T2,C,-300.0,304.53,320.08,73.06,153.02,B,148.37,363.37,144.84,509.77,325.76,A,141.02,258.98,190.93,489.73,298.18,A,507.6,642.4,558.37,941.86,771.82,None,750.0,150.0,782.33,1103.17,912.52,None,600.0,56.24,682.92,968.21,781.43,None
67.867,B,-348.63,250.0,4,3,44.39,3.99,55.37,24.07,46.0,2.3004,0.000639,182.8663,T0,C,-300.0,304.53,320.08,73.06,153.02,B,148.37,363.37,144.84,509.77,325.76,A,141.02,258.98,190.93,489.73,298.18,A,507.6,642.4,558.37,941.86,771.82,None,750.0,150.0,782.33,1103.17,912.52,None,600.0,56.24,682.92,968.21,781.43,None
67.867,C,-157.02,250.0,4,3,106.34,0,113.34,24.21,49.0,4.6826,0.001301,194.758,,A;B,-300.0,304.53,320.08,73.06,153.02,B,148.37,363.37,144.84,509.77,325.76,A,141.02,258.98,190.93,489.73,298.18,A,507.6,642.4,558.37,941.86,771.82,None,750.0,150.0,782.33,1103.17,912.52,None,600.0,56.24,682.92,968.21,781.43,None
67.883,A,10.21,392.5,4,3,60.69,63.73,131.41,24.11,46.9,5.4504,0.001514,186.4091,T1;T2,C,-300.0,303.59,322.7,71.3,155.88,B,148.08,368.08,140.02,508.99,323.99,A,143.2,256.8,190.0,490.27,296.91,A,510.16,639.84,557.79,941.67,769.8,None,750.0,152.15,777.86,1101.38,908.91,None,600.0,50.0,682.03,967.91,779.71,None
67.883,B,-347.02,250.0,4,3,45.43,3.75,56.18,24.07,46.0,2.3341,0.000648,182.8507,T0,C,-300.0,303.59,322.7,71.3,155.88,B,148.08,368.08,140.02,508.99,323.99,A,143.2,256.8,190.0,490.27,296.91,A,510.16,639.84,557.79,941.67,769.8,None,750.0,152.15,777.86,1101.38,908.91,None,600.0,50.0,682.03,967.91,779.71,None
67.883,C,-153.63,250.0,4,3,106.12,0,113.12,24.2,48.99,4.6734,0.001298,194.7266,,A;B,-300.0,303.59,322.7,71.3,155.88,B,148.08,368.08,140.02,508.99,323.99,A,143.2,256.8,190.0,490.27,296.91,A,510.16,639.84,557.79,941.67,769.8,None,750.0,152.15,777.86,1101.38,908.91,None,600.0,50.0,682.03,967.91,779.71,None
67.9,A,13.2,390.0,4,3,59.22,61.64,127.85,24.11,46.89,5.3029,0.001473,186.3735,T1;T2,C,-300.0,302.72,325.13,69.45,158.99,B,147.89,372.89,135.77,508.18,322.24,A,145.21,254.79,188.97,490.44,295.25,A,512.9,637.1,557.46,941.38,767.65,None,750.0,154.8,773.43,1099.34,905.02,None,600.0,43.76,681.33,967.45,777.84,None
67.9,B,-345.21,250.0,4,3,46.5,3.51,57.02,24.07,46.0,2.3687,0.000658,182.8349,T0,C,-300.0,302.72,325.13,69.45,158.99,B,147.89,372.89,135.77,508.18,322.24,A,145.21,254.79,188.97,490.44,295.25,A,512.9,637.1,557.46,941.38,767.65,None,750.0,154.8,773.43,1099.34,905.02,None,600.0,43.76,681.33,967.45,777.84,None
67.9,C,-150.0,250.0,4,3,105.72,0,112.72,24.2,48.98,4.6571,0.001294,194.6952,,A;B,-300.0,302.72,325.13,69.45,158.99,B,147.89,372.89,135.77,508.18,322.24,A,145.21,254.79,188.97,490.44,295.25,A,512.9,637.1,557.46,941.38,767.65,None,750.0,154.8,773.43,1099.34,905.02,None,600.0,43.76,681.33,967.45,777.84,None
67.917,A,16.02,387.5,4,3,57.59,59.73,124.33,24.11,46.88,5.1567,0.001432,186.339,T1;T2,C,-300.0,301.92,327.4,67.54,162.34,B,147.79,377.8,132.14,507.35,320.56,A,147.02,252.98,187.78,490.23,293.23,A,515.79,634.21,557.35,941.0,765.4,None,750.0,157.9,769.06,1097.07,900.91,None,600.0,37.6,680.78,966.82,775.83,None
67.917,B,-343.2,250.0,4,3,47.59,3.27,57.86,24.07,45.99,2.4039,0.000668,182.8188,T0,C,-300.0,301.92,327.4,67.54,162.34,B,147.79,377.8,132.14,507.35,320.56,A,147.02,252.98,187.78,490.23,293.23,A,515.79,634.21,557.35,941.0,765.4,None,750.0,157.9,769.06,1097.07,900.91,None,600.0,37.6,680.78,966.82,775.83,None
67.917,C,-146.19,250.0,4,3,105.18,0,112.18,24.2,48.97,4.6347,0.001287,194.6641,,A;B,-300.0,301.92,327.4,67.54,162.34,B,147.79,377.8,132.14,507.35,320.56,A,147.02,252.98,187.78,490.23,293.23,A,515.79,634.21,557.35,941.0,765.4,None,750.0,157.9,769.06,1097.07,900.91,None,600.0,37.6,680.78,966.82,775.83,None
67.933,A,18.68,385.0,4,3,55.86,57.98,120.84,24.11,46.87,5.012,0.001392,186.3054,T1;T2,C,-300.0,301.19,329.51,65.59,165.85,B,147.78,382.78,129.13,506.51,318.98,A,148.63,251.37,186.4,489.65,290.88,A,518.8,631.2,557.44,940.53,763.09,None,750.0,161.4,764.74,1094.61,896.64,None,600.0,31.59,680.32,966.03,773.72,None
67.933,B,-341.02,250.0,4,3,48.65,3.04,58.7,24.07,45.99,2.4386,0.000677,182.8025,T0,C,-300.0,301.19,329.51,65.59,165.85,B,147.78,382.78,129.13,506.51,318.98,A,148.63,251.37,186.4,489.65,290.88,A,518.8,631.2,557.44,940.53,763.09,None,750.0,161.4,764.74,1094.61,896.64,None,600.0,31.59,680.32,966.03,773.72,None
67.933,C,-142.25,250.0,4,3,104.51,0,111.51,24.2,48.96,4.607,0.00128,194.6331,,A;B,-300.0,301.19,329.51,65.59,165.85,B,147.78,382.78,129.13,506.51,318.98,A,148.63,251.37,186.4,489.65,290.88,A,518.8,631.2,557.44,940.53,763.09,None,750.0,161.4,764.74,1094.61,896.64,None,600.0,31.59,680.32,966.03,773.72,None
67.95,A,21.2,382.5,4,3,54.02,56.34,117.37,24.11,46.86,4.8681,0.001352,186.2728,T1;T2,C,-300.0,300.55,331.49,63.65,169.52,B,147.84,387.84,126.76,505.66,317.51,A,150.0,250.0,184.79,488.68,288.19,A,521.88,628.12,557.69,939.96,760.7,None,750.0,165.23,760.5,1091.97,892.22,None,600.0,25.8,679.89,965.08,771.48,None
67.95,B,-338.68,250.0,4,3,49.71,2.82,59.54,24.07,45.98,2.4735,0.000687,182.786,T0,C,-300.0,300.55,331.49,63.65,169.52,B,147.84,387.84,126.76,505.66,317.51,A,150.0,250.0,184.79,488.68,288.19,A,521.88,628.12,557.69,939.96,760.7,None,750.0,165.23,760.5,1091.97,892.22,None,600.0,25.8,679.89,965.08,771.48,None
67.95,C,-138.19,250.0,4,3,103.73,0,110.73,24.2,48.96,4.5752,0.001271,194.6024,,A;B,-300.0,300.55,331.49,63.65,169.52,B,147.84,387.84,126.76,505.66,317.51,A,150.0,250.0,184.79,488.68,288.19,A,521.88,628.12,557.69,939.96,760.7,None,750.0,165.23,760.5,1091.97,892.22,None,600.0,25.8,679.89,965.08,771.48,None
67.967,A,23.6,380.0,4,3,52.11,54.25,113.36,24.11,46.85,4.7019,0.001306,186.2413,T1;T2,C,-300.0,300.0,333.34,61.73,173.37,B,147.96,392.96,125.03,504.82,316.13,A,150.84,250.0,181.9,487.03,284.84,A,525.0,625.0,558.06,939.3,758.23,None,750.0,169.35,756.33,1089.19,887.67,None,600.0,20.31,679.42,963.96,769.1,None
67.967,B,-336.2,250.0,4,3,50.78,2.61,60.39,24.07,45.98,2.5091,0.000697,182.7692,T0,C,-300.0,300.0,333.34,61.73,173.37,B,147.96,392.96,125.03,504.82,316.13,A,150.84,250.0,181.9,487.03,284.84,A,525.0,625.0,558.06,939.3,758.23,None,750.0,169.35,756.33,1089.19,887.67,None,600.0,20.31,679.42,963.96,769.1,None
67.967,C,-134.0,250.0,4,3,102.89,0,109.89,24.2,48.95,4.5402,0.001261,194.5718,,A;B,-300.0,300.0,333.34,61.73,173.37,B,147.96,392.96,125.03,504.82,316.13,A,150.84,250.0,181.9,487.03,284.84,A,525.0,625.0,558.06,939.3,758.23,None,750.0,169.35,756.33,1089.19,887.67,None,600.0,20.31,679.42,963.96,769.1,None
67.983,A,25.9,377.5,4,3,298.34,52.49,357.83,24.11,46.83,14.8425,0.004123,186.1419,T1;T2,B;C,-298.87,297.5,334.48,58.84,175.73,B,148.12,398.12,123.95,503.98,314.83,A,151.83,250.0,179.2,485.43,281.52,A,528.12,621.88,558.52,938.54,755.65,None,750.0,173.69,752.23,1086.28,882.99,None,600.0,15.2,678.86,962.67,766.53,None
67.983,B,-333.6,250.0,4,3,300.07,2.32,309.39,24.07,45.96,12.8543,0.003571,182.6833,T0,A;C,-298.87,297.5,334.48,58.84,175.73,B,148.12,398.12,123.95,503.98,314.83,A,151.83,250.0,179.2,485.43,281.52,A,528.12,621.88,558.52,938.54,755.65,None,750.0,173.69,752.23,1086.28,882.99,None,600.0,15.2,678.86,962.67,766.53,None
67.983,C,-129.69,250.0,4,3,101.99,0,108.99,24.2,48.94,4.5033,0.001251,194.5416,,A;B,-298.87,297.5,334.48,58.84,175.73,B,148.12,398.12,123.95,503.98,314.83,A,151.83,250.0,179.2,485.43,281.52,A,528.12,621.88,558.52,938.54,755.65,None,750.0,173.69,752.23,1086.28,882.99,None,600.0,15.2,678.86,962.67,766.53,None
68.0,A,28.12,375.0,4,3,294.24,51.04,352.28,24.11,46.8,14.6129,0.004059,186.0441,T1;T2,B;C,-297.98,295.0,335.77,55.76,178.49,B,148.33,403.33,123.5,503.16,313.62,A,152.97,250.0,176.67,483.87,278.22,A,531.2,618.8,559.04,937.68,752.95,None,750.0,178.2,748.22,1083.29,878.19,None,600.0,10.54,678.14,961.21,763.76,None
68.0,B,-330.9,250.0,4,3,299.11,2.03,308.14,24.07,45.94,12.8029,0.003556,182.5977,T0,A;C,-297.98,295.0,335.77,55.76,178.49,B,148.33,403.33,123.5,503.16,313.62,A,152.97,250.0,176.67,483.87,278.22,A,531.2,618.8,559.04,937.68,752.95,None,750.0,178.2,748.22,1083.29,878.19,None,600.0,10.54,678.14,961.21,763.76,None
68.0,C,-125.25,250.0,4,3,101.08,0,108.08,24.2,48.93,4.4655,0.00124,194.5115,,A;B,-297.98,295.0,335.77,55.76,178.49,B,148.33,403.33,123.5,503.16,313.62,A,152.97,250.0,176.67,483.87,278.22,A,531.2,618.8,559.04,937.68,752.95,None,750.0,178.2,748.22,1083.29,878.19,None,600.0,10.54,678.14,961.21,763.76,None
68.017,A,30.28,372.5,4,3,289.91,49.87,346.78,24.11,46.78,14.3857,0.003996,185.9478,T1;T2,B;C,-297.29,292.5,337.2,52.51,181.65,B,148.56,408.56,123.65,502.36,312.47,A,154.24,250.0,174.27,482.37,274.93,A,534.21,615.79,559.58,936.71,750.13,None,750.0,182.82,744.29,1080.22,873.28,None,600.0,6.4,677.2,959.56,760.74,None
68.017,B,-328.12,250.0,4,3,298.01,1.74,306.76,24.07,45.92,12.7458,0.003541,182.5125,T0,A;C,-297.29,292.5,337.2,52.51,181.65,B,148.56,408.56,123.65,502.36,312.47,A,154.24,250.0,174.27,482.37,274.93,A,534.21,615.79,559.58,936.71,750.13,None,750.0,182.82,744.29,1080.22,873.28,None,600.0,6.4,677.2,959.56,760.74,None
68.017,C,-120.69,250.0,4,3,100.17,0,107.17,24.2,48.93,4.4281,0.00123,194.4818,,A;B,-297.29,292.5,337.2,52.51,181.65,B,148.56,408.56,123.65,502.36,312.47,A,154.24,250.0,174.27,482.37,274.93,A,534.21,615.79,559.58,936.71,750.13,None,750.0,182.82,744.29,1080.22,873.28,None,600.0,6.4,677.2,959.56,760.74,None
68.033,A,32.4,370.0,4,3,285.44,48.96,341.4,24.11,46.76,14.1629,0.003934,185.8529,T1;T2,B;C,-296.8,290.0,338.78,49.11,185.17,B,148.81,413.81,124.38,501.59,311.37,A,155.62,250.0,172.0,480.91,271.62,A,537.1,612.9,560.11,935.63,747.15,None,750.0,187.5,740.44,1077.1,868.25,None,600.0,2.86,675.99,957.72,757.45,None
68.033,B,-325.28,250.0,4,3,296.83,1.48,305.31,24.07,45.89,12.6863,0.003524,182.4276,T0,A;C,-296.8,290.0,338.78,49.11,185.17,B,148.81,413.81,124.38,501.59,311.37,A,155.62,250.0,172.0,480.91,271.62,A,537.1,612.9,560.11,935.63,747.15,None,750.0,187.5,740.44,1077.1,868.25,None,600.0,2.86,675.99,957.72,757.45,None
68.033,C,-116.0,250.0,4,3,99.3,0,106.3,24.2,48.92,4.3921,0.00122,194.4522,,A;B,-296.8,290.0,338.78,49.11,185.17,B,148.81,413.81,124.38,501.59,311.37,A,155.62,250.0,172.0,480.91,271.62,A,537.1,612.9,560.11,935.63,747.15,None,750.0,187.5,740.44,1077.1,868.25,None,600.0,2.86,675.99,957.72,757.45,None
68.05,A,34.49,367.5,4,3,280.89,48.28,336.17,24.1,46.73,13.9466,0.003874,185.7596,T1;T2,B;C,-296.48,287.5,340.51,45.58,189.05,B,149.05,419.06,125.63,500.85,310.33,A,157.11,250.0,169.83,479.51,268.3,A,539.84,610.16,560.59,934.44,744.01,None,750.0,192.18,736.68,1073.96,863.13,None,600.0,0.0,674.43,955.68,753.85,None
68.05,B,-322.4,250.0,4,3,295.66,1.23,303.88,24.07,45.87,12.6275,0.003508,182.3432,T0,A;C,-296.48,287.5,340.51,45.58,189.05,B,149.05,419.06,125.63,500.85,310.33,A,157.11,250.0,169.83,479.51,268.3,A,539.84,610.16,560.59,934.44,744.01,None,750.0,192.18,736.68,1073.96,863.13,None,600.0,0.0,674.43,955.68,753.85,None
68.05,C,-111.19,250.0,4,3,98.49,0,105.49,24.2,48.91,4.3587,0.001211,194.4229,,A;B,-296.48,287.5,340.51,45.58,189.05,B,149.05,419.06,125.63,500.85,310.33,A,157.11,250.0,169.83,479.51,268.3,A,539.84,610.16,560.59,934.44,744.01,None,750.0,192.18,736.68,1073.96,863.13,None,600.0,0.0,674.43,955.68,753.85,None
68.067,A,36.58,365.0,4,3,276.33,47.82,331.15,24.1,46.71,13.7388,0.003816,185.6676,T1;T2,B;C,-296.32,285.0,342.38,41.97,193.27,B,149.3,424.3,127.37,500.14,309.33,A,158.68,250.0,167.73,478.17,264.93,A,542.4,607.6,560.99,933.13,740.69,None,750.0,196.8,732.98,1070.81,857.9,None,600.0,-2.86,672.88,953.63,750.15,None
68.067,B,-319.49,250.0,4,3,294.56,1.0,302.55,24.06,45.85,12.5727,0.003492,182.2592,T0,A;C,-296.32,285.0,342.38,41.97,193.27,B,149.3,424.3,127.37,500.14,309.33,A,158.68,250.0,167.73,478.17,264.93,A,542.4,607.6,560.99,933.13,740.69,None,750.0,196.8,732.98,1070.81,857.9,None,600.0,-2.86,672.88,953.63,750.15,None
68.067,C,-106.25,250.0,4,3,97.77,0,104.77,24.2,48.9,4.3291,0.001203,194.3938,,A;B,-296.32,285.0,342.38,41.97,193.27,B,149.3,424.3,127.37,500.14,309.33,A,158.68,250.0,167.73,478.17,264.93,A,542.4,607.6,560.99,933.13,740.69,None,750.0,196.8,732.98,1070.81,857.9,None,600.0,-2.86,672.88,953.63,750.15,None
68.083,A,38.67,362.5,4,3,271.85,47.55,326.4,24.1,46.69,13.5426,0.003762,185.5769,T1;T2,B;C,-296.3,282.5,344.4,38.3,197.74,B,149.52,429.52,129.53,499.47,308.4,A,160.32,250.0,165.69,476.89,261.57,A,544.73,605.27,561.28,931.7,737.23,None,750.0,201.31,729.36,1067.69,852.64,None,600.0,-6.4,671.7,951.76,746.65,None
68.083,B,-316.58,250.0,4,3,293.55,0.79,301.35,24.06,45.83,12.5231,0.003479,182.1755,T0,A;C,-296.3,282.5,344.4,38.3,197.74,B,149.52,429.52,129.53,499.47,308.4,A,160.32,250.0,165.69,476.89,261.57,A,544.73,605.27,561.28,931.7,737.23,None,750.0,201.31,729.36,1067.69,852.64,None,600.0,-6.4,671.7,951.76,746.65,None
68.083,C,-101.25,250.0,4,3,97.15,0,104.15,24.2,48.9,4.3037,0.001195,194.3649,,A;B,-296.3,282.5,344.4,38.3,197.74,B,149.52,429.52,129.53,499.47,308.4,A,160.32,250.0,165.69,476.89,261.57,A,544.73,605.27,561.28,931.7,737.23,None,750.0,201.31,729.36,1067.69,852.64,None,600.0,-6.4,671.7,951.76,746.65,None
68.1,A,40.8,360.0,4,3,269.56,47.45,324.02,24.1,46.66,13.4441,0.003734,185.4869,T1;T2,B;C,-296.4,280.0,346.56,34.62,197.5,B,149.71,434.71,132.08,498.84,311.56,A,162.02,250.0,163.69,475.69,263.2,A,546.8,603.2,561.41,930.14,738.0,None,750.0,205.65,725.8,1064.6,852.34,None,600.0,-10.54,670.82,950.09,748.03,None
68.1,B,-313.67,250.0,4,3,289.28,0.62,296.9,24.06,45.81,12.3388,0.003427,182.093,T0,A;C,-296.4,280.0,346.56,34.62,197.5,B,149.71,434.71,132.08,498.84,311.56,A,162.02,250.0,163.69,475.69,263.2,A,546.8,603.2,561.41,930.14,738.0,None,750.0,205.65,725.8,1064.6,852.34,None,600.0,-10.54,670.82,950.09,748.03,None
68.1,C,-101.19,250.0,4,3,95.25,0,102.25,24.2,48.89,4.2252,0.001174,194.3365,,A;B,-296.4,280.0,346.56,34.62,197.5,B,149.71,434.71,132.08,498.84,311.56,A,162.02,250.0,163.69,475.69,263.2,A,546.8,603.2,561.41,930.14,738.0,None,750.0,205.65,725.8,1064.6,852.34,None,600.0,-10.54,670.82,950.09,748.03,None
68.117,A,42.98,357.5,4,3,265.44,47.51,319.95,24.1,46.64,13.2761,0.003688,185.398,T1;T2,B;C,-296.6,277.5,348.87,30.95,202.29,B,149.86,439.86,134.94,498.26,310.79,A,163.75,250.0,161.69,474.55,259.94,A,548.57,601.43,561.36,928.45,734.31,None,750.0,209.77,722.29,1061.56,847.14,None,600.0,-15.2,670.21,948.62,744.99,None
68.117,B,-310.8,250.0,4,3,288.56,0.47,296.03,24.06,45.79,12.3029,0.003417,182.0108,T0,A;C,-296.6,277.5,348.87,30.95,202.29,B,149.86,439.86,134.94,498.26,310.79,A,163.75,250.0,161.69,474.55,259.94,A,548.57,601.43,561.36,928.45,734.31,None,750.0,209.77,722.29,1061.56,847.14,None,600.0,-15.2,670.21,948.62,744.99,None
68.117,C,-96.19,250.0,4,3,94.75,0,101.75,24.2,48.88,4.2047,0.001168,194.3082,,A;B,-296.6,277.5,348.87,30.95,202.29,B,149.86,439.86,134.94,498.26,310.79,A,163.75,250.0,161.69,474.55,259.94,A,548.57,601.43,561.36,928.45,734.31,None,750.0,209.77,722.29,1061.56,847.14,None,600.0,-15.2,670.21,948.62,744.99,None
68.133,A,45.22,355.0,4,3,263.54,47.7,318.24,24.1,46.62,13.2058,0.003668,185.3096,T1;T2,B;C,-296.88,275.0,351.33,27.35,202.42,B,149.96,444.96,138.07,497.72,313.86,A,165.51,250.0,159.67,473.49,261.51,A,550.0,600.0,561.09,926.62,734.72,None,750.0,213.6,718.82,1058.6,846.78,None,600.0,-20.31,669.8,947.36,746.65,None
68.133,B,-307.98,250.0,4,3,284.8,0.34,292.14,24.06,45.77,12.142,0.003373,181.9296,T0,A;C,-296.88,275.0,351.33,27.35,202.42,B,149.96,444.96,138.07,497.72,313.86,A,165.51,250.0,159.67,473.49,261.51,A,550.0,600.0,561.09,926.62,734.72,None,750.0,213.6,718.82,1058.6,846.78,None,600.0,-20.31,669.8,947.36,746.65,None
68.133,C,-96.0,250.0,4,3,93.03,0,100.03,24.2,48.88,4.1335,0.001148,194.2804,,A;B,-296.88,275.0,351.33,27.35,202.42,B,149.96,444.96,138.07,497.72,313.86,A,165.51,250.0,159.67,473.49,261.51,A,550.0,600.0,561.09,926.62,734.72,None,750.0,213.6,718.82,1058.6,846.78,None,600.0,-20.31,669.8,947.36,746.65,None
68.15,A,47.56,352.5,4,3,260.01,48.01,315.03,24.1,46.6,13.0728,0.003631,185.2221,T1;T2,B;C,-297.22,272.5,353.93,23.88,207.44,B,150.0,450.0,141.42,497.22,313.18,A,167.28,250.0,157.6,472.5,258.28,A,551.43,600.0,561.38,925.4,731.59,None,750.0,217.1,715.37,1055.74,841.64,None,600.0,-25.8,669.55,946.31,744.01,None
68.15,B,-305.23,250.0,4,3,284.62,0.24,291.86,24.06,45.75,12.1309,0.00337,181.8486,T0,A;C,-297.22,272.5,353.93,23.88,207.44,B,150.0,450.0,141.42,497.22,313.18,A,167.28,250.0,157.6,472.5,258.28,A,551.43,600.0,561.38,925.4,731.59,None,750.0,217.1,715.37,1055.74,841.64,None,600.0,-25.8,669.55,946.31,744.01,None
68.15,C,-91.0,250.0,4,3,92.73,0,99.73,24.2,48.87,4.1213,0.001145,194.2527,,A;B,-297.22,272.5,353.93,23.88,207.44,B,150.0,450.0,141.42,497.22,313.18,A,167.28,250.0,157.6,472.5,258.28,A,551.43,600.0,561.38,925.4,731.59,None,750.0,217.1,715.37,1055.74,841.64,None,600.0,-25.8,669.55,946.31,744.01,None
68.167,A,50.0,350.0,4,3,258.75,48.44,314.19,24.1,46.57,13.0386,0.003622,185.1348,T1;T2,B;C,-297.6,270.0,356.69,20.61,207.88,B,150.0,455.0,145.0,496.82,316.16,A,169.04,250.0,155.47,471.6,259.73,A,553.2,600.0,561.88,924.57,732.87,None,750.0,220.2,711.93,1052.98,841.22,None,600.0,-31.59,669.41,945.47,745.88,None
68.167,B,-302.56,250.0,4,3,281.63,0.17,288.8,24.06,45.73,12.004,0.003334,181.7683,T0,A;C,-297.6,270.0,356.69,20.61,207.88,B,150.0,455.0,145.0,496.82,316.16,A,169.04,250.0,155.47,471.6,259.73,A,553.2,600.0,561.88,924.57,732.87,None,750.0,220.2,711.93,1052.98,841.22,None,600.0,-31.59,669.41,945.47,745.88,None
68.167,C,-90.69,250.0,4,3,91.26,0,98.26,24.2,48.86,4.0606,0.001128,194.2254,,A;B,-297.6,270.0,356.69,20.61,207.88,B,150.0,455.0,145.0,496.82,316.16,A,169.04,250.0,155.47,471.6,259.73,A,553.2,600.0,561.88,924.57,732.87,None,750.0,220.2,711.93,1052.98,841.22,None,600.0,-31.59,669.41,945.47,745.88,None
68.183,A,52.5,347.5,4,3,255.93,49.03,311.96,24.1,46.55,12.9467,0.003596,185.0482,T1;T2,B;C,-298.01,267.5,359.52,17.61,213.04,B,150.0,460.0,148.87,496.59,315.67,A,170.79,250.0,153.29,470.79,256.48,A,555.27,600.0,562.61,924.11,730.29,None,750.0,222.85,708.55,1050.35,836.13,None,600.0,-37.6,669.37,944.84,743.56,None
68.183,B,-300.0,250.0,4,3,282.17,0.11,289.29,24.06,45.71,12.0246,0.00334,181.688,T0,A;C,-298.01,267.5,359.52,17.61,213.04,B,150.0,460.0,148.87,496.59,315.67,A,170.79,250.0,153.29,470.79,256.48,A,555.27,600.0,562.61,924.11,730.29,None,750.0,222.85,708.55,1050.35,836.13,None,600.0,-37.6,669.37,944.84,743.56,None
68.183,C,-85.69,250.0,4,3,91.22,0,98.22,24.2,48.85,4.0589,0.001127,194.1982,,A;B,-298.01,267.5,359.52,17.61,213.04,B,150.0,460.0,148.87,496.59,315.67,A,170.79,250.0,153.29,470.79,256.48,A,555.27,600.0,562.61,924.11,730.29,None,750.0,222.85,708.55,1050.35,836.13,None,600.0,-37.6,669.37,944.84,743.56,None
68.2,A,55.0,345.0,4,3,255.06,49.83,311.88,24.09,46.53,12.944,0.003596,184.9615,T1;T2,B;C,-298.42,265.0,362.37,15.03,213.7,B,150.0,465.0,153.05,496.47,318.7,A,172.5,250.0,151.1,470.0,257.75,A,557.6,600.0,563.59,923.96,731.95,None,750.0,225.0,705.28,1047.8,835.62,None,600.0,-43.76,669.45,944.35,745.56,None
68.2,B,-297.5,250.0,4,3,279.76,0.08,286.84,24.06,45.69,11.9235,0.003312,181.6083,T0,A;C,-298.42,265.0,362.37,15.03,213.7,B,150.0,465.0,153.05,496.47,318.7,A,172.5,250.0,151.1,470.0,257.75,A,557.6,600.0,563.59,923.96,731.95,None,750.0,225.0,705.28,1047.8,835.62,None,600.0,-43.76,669.45,944.35,745.56,None
68.2,C,-85.25,250.0,4,3,89.95,0,96.95,24.2,48.85,4.0064,0.001113,194.1712,,A;B,-298.42,265.0,362.37,15.03,213.7,B,150.0,465.0,153.05,496.47,318.7,A,172.5,250.0,151.1,470.0,257.75,A,557.6,600.0,563.59,923.96,731.95,None,750.0,225.0,705.28,1047.8,835.62,None,600.0,-43.76,669.45,944.35,745.56,None
68.217,A,57.5,342.5,4,3,252.44,50.82,310.26,24.09,46.51,12.8771,0.003577,184.8754,T1;T2,B;C,-298.83,262.5,365.2,13.07,218.94,B,150.0,470.0,157.52,496.41,318.46,A,174.16,250.0,148.88,469.16,254.41,A,560.16,600.0,564.77,924.01,729.81,None,750.0,226.97,702.07,1045.25,830.57,None,600.0,-50.0,669.6,943.94,743.46,None
68.217,B,-295.0,250.0,4,3,280.49,0.05,287.54,24.06,45.67,11.9531,0.00332,181.5284,T0,A;C,-298.83,262.5,365.2,13.07,218.94,B,150.0,470.0,157.52,496.41,318.46,A,174.16,250.0,148.88,469.16,254.41,A,560.16,600.0,564.77,924.01,729.81,None,750.0,226.97,702.07,1045.25,830.57,None,600.0,-50.0,669.6,943.94,743.46,None
68.217,C,-80.25,250.0,4,3,90.01,0,97.01,24.2,48.84,4.0089,0.001114,194.1443,,A;B,-298.83,262.5,365.2,13.07,218.94,B,150.0,470.0,157.52,496.41,318.46,A,174.16,250.0,148.88,469.16,254.41,A,560.16,600.0,564.77,924.01,729.81,None,750.0,226.97,702.07,1045.25,830.57,None,600.0,-50.0,669.6,943.94,743.46,None
68.233,A,60.0,340.0,4,3,251.6,52.03,310.63,24.09,46.49,12.8929,0.003581,184.7891,T1;T2,B;C,-299.2,260.0,368.0,12.04,219.74,B,150.0,475.0,162.25,496.42,321.53,A,175.76,250.0,146.63,468.25,255.44,A,562.9,600.0,566.13,924.23,731.72,None,750.0,229.1,698.86,1042.71,829.95,None,600.0,-56.24,669.78,943.58,745.49,None
